ID,English,Others,
ryomitrucknortalk71,@1-月子的家……你知道这个地方在她妈妈举行仪式把鬼魂引到这里来之前并不闹鬼。我记得当时増夫对她那个抓色鬼的愚蠢游戏感到厌烦了，她走投无路才这么做的。,@1-Tsukiko’s home. I often come here to get Masuo. I think some in this house stole my software from me because I see two users on the screen.,@NEW
ryomitrucknortalk72,@1-拓的家。哦你认识拓？是啊她现在是个相当有名的网球选手了。那是因为她嫉妒瑞希。哦……你在这里的时候别提瑞希的名字。听到她的名字她会发狂的。,@1-Don’t mention Anko’s name in this house. You will witness true horror if you did.,@NEW
ryomitrucknortalk73,@1-凉子不得不让这里发生一些坏事来保守某个秘密。现在这里是个不错的基地。连増夫在这里都有一个。,@1-This is Ryoko’s base of operation at night. People do use this place as a sex spot but everyone avoid it at night.,@NEW
ryomitrucknortalk74,@1-我在城里开了一家游戏厅和一家情趣店。你应该去看看。不过不会有折扣。好吧……我会让凉子给你2%的折扣。不能再多了。,@1-I own a video game parlor and a sex shop in the city. If you buy stuff from shop I will give you 2% discount on every purchase. Can’t promise more than that.,@NEW
ryomitrucknortalk75,@1-我父母上过这所大学但他们后来才认识。说实话，我能出生就是个奇迹。妈妈告诉我真相时我崩溃了。什么……我说太多了。凉子知道了会不高兴的。你最好不要跟任何人提起这件事。,@1-Both of my parents were in this college. It was a miracle I was even born. Oh… I should say anymore about me. Forget I even said anything or Ryoko will make me disappear from the face of the Earth.,@NEW
ryomitrucknortalk76,@1-嘿……既然我们在这里，别在我房间里翻东西好吗。翻女孩的私人物品是很不礼貌的。哦……你最好别对纯纱夫人打什么歪主意。我已经雇了人替我做那件事。,"@1-Hey, don’t snoop around my room while you are here. It’s very rude to go through a girl’s private stuff you know. And better not try to fuck Mrs. Sakurai or I will beat you up. I pay Masuo 5 coins for every hour he spends fucking her.",@NEW
ryomitrucknortalk77,@1-我以前短暂住在101号公寓。我的助手一家拥有这个地方。如果你需要住的地方你可以问她。她会便宜租给你一套公寓。哦……我最好别听到你给薫和韦恩夫人添麻烦。我就像薫的大姐姐你知道的。,@1-I used to live in apartment 101 before going on living with Sakurai family. If you want a place to stay I can ask my assistant Orihime. She can offer you an apartment for cheap.,@NEW
ryomitrucknortalk78,@1-増夫告诉我芽衣小姐的事后，我经常去找她想让她招我入队，但她总是找借口。不知道怎样才能让她给我一套制服。,@1-I come here often to impress Ms. Mei so she makes me an Earth Ranger. So far I’ve failed each attempt.,@NEW
ryomitrucknortalk78a,@1-嘿嘿……我们不是地球游侠的成员但想穿制服就可以穿。凉子给芽衣小姐做了一个増夫爸爸的克隆体就搞定了。我得在交给凉子之前把制服洗干净。如果上面有你的精液味她会不高兴的。,@1-Finally! I’m an Earth Ranger now. All I had to do is get Masuo’s dad with Ms. Mei.,@NEW
ryomitrucknortalk79,@1-我恨透了这个地方。我人生中所有的问题都是因为这个家庭。连増夫也因为他们受苦了。唯一值得救赎的是克莱默夫人和朋。,@1-I hate this place. All the problems I have in life have begun because of this family. Even Masuo suffered because of them. The only ones I can forgive are Tomo and Mrs. Kobayashi.,@NEW
ryomitrucknortalk710,@1-我知道这个地方。是韦恩夫人妹妹的家。増夫今天和韦恩夫人来这里了。那个可怕的地方离这里不远。希望増夫别去那里。,@1-Oshiri village is not far from here. As long as Masuo doesn’t step inside the village he is safe.,@NEW
ryomitrucknortalk80,@1-你应该给自己找个卡车助手。我知道现在安全多了但多一双手帮忙搬工具会很有用。你还可以和她们一起做鬼魂引诱仪式。,@1-Get yourself a truck assistant. It’s not Magic Ring where you have to pay them. If you get Tomori you can get extra money for each contract.,@NEW
ryomitrucknortalk81,@1-什么……你觉得我嫉妒她是你真正的女朋友？我才不在乎！我在这里是为了履行凉子分配给我的职责。,@1-What! I don’t give a fuck who you sleep with. I’m here until Ryoko says so.,@NEW
ryomitrucknortalk82,@1-我不知道她为什么会爱上你。如果她想报复她男朋友，她可以找増夫。也许她没有是因为肯特在新生中散布关于他的谣言。,@1-She will be datable character in Magic Ring since William got truth about Rose right.,@NEW
ryomitrucknortalk83,@1-我可能不喜欢她试图和増夫上床，但……她是你能找的最好的现场助手。就像找到了你的另一半。,@1-She will also be a datable character in Magic Ring if a few questline are done well.,@NEW
ryomitrucksex11,@2-瑠美，你好漂亮你知道吗。配上这个发型，感觉就像在和阿普顿夫人做爱。我只希望你的胸部能像她的一样大。[REPLY],"@2-Ryomi, you are so pretty you know. With this hairstyle, it feels like I'm having sex with Mrs. Usami. I just wish your breasts were as big as hers.[REPLY]",@NEW
ryomitrucksex11a,@1-闭嘴！你能做就该知足了。如果你对我的胸部有意见，为什么不找阿普顿夫人做爱然后放过我。,@1-Shut up! I’m already jealous of Mrs. Usami’s bust size. You are making me feel worst.,@NEW
ryomitrucksex12,@2-阿普顿夫人，上次测试以来我练习得很努力。我今晚表现怎么样？你觉得你能给我打多少分？[REPLY],@2-Mrs. Usami I've been practicing well since our last test. How am I doing tonight? What score do you think you could give me?[REPLY],@NEW
ryomitrucksex12a,@1-差！现在出去罚站。该死！你能不能先放开我的手。我想放在地上支撑一下。,@1-Bad! Now go stand outside as punishment. Damn it! Will you let go of my hand already. I want to rest them on the floor for a little support.,@NEW
ryomitrucksex13,@1-啊！别笑了，不然我就把你脸上的笑容打掉。我不是你女朋友，别那样看我。[REPLY],@1-Arghhh! Quit smirking before I wipe that smile of your face. I'm not your girlfriend for you to look at me like that.[REPLY],@NEW
ryomitrucksex13a,@2-得了吧瑠美。我们做的就是情侣在床上做的事，你还在意我的目光。即使你脸上有怒气，你仍然是我睡过的最可爱的女孩。,@2-Come on Ryomi. We are doing what a couple do in bedroom and you worried about my gaze. Even with anger on your face you are still the cutest girl I had sex with.,@NEW
ryomitrucksex2,,,@NEW
ryomitrucksex2a,,,@NEW
ryomitrucksex31,@2-妈的！我操了你屁股这么多次但它还是像第一次那么紧。我得说我享受操你胜过操月子。[REPLY],@2-Shit! I fucked your butt so many times but it's still tight like our first time. I must say I'm enjoying it more with you than Luna.[REPLY],@NEW
ryomitrucksex31a,@1-我能感觉到……我发誓有时候我后悔自己是……算了。快点射吧，不然你会把我的屁股弄坏的。,@1-I can tell that... I swear sometimes I regret being a.... Nevermind. Just cum quickly before you break my ass.,@NEW
ryomitrucksex32,@1-嗷！我觉得凉子给纯纱夫人加薪是对的。我不知道她怎么能让这看起来像享受。一点都不好玩。只有増夫和她肛交的时候才享受。[REPLY],@1-Oww! I think Ryoko was right to offer Mrs Sakurai more pay. I don't know how she makes it look like fun. It is not one bit. Only Masuo enjoys it when they have anal sex.[REPLY],@NEW
ryomitrucksex32a,@2-我想她享受是因为她爱他。也许如果你也这样做……你也会喜欢的嘿嘿……,@2-I think she enjoys it because she loves him. Perhaps if you do the same then... you might like it too hehe...,@NEW
ryomitrucksex33,@1-我穿着地球游侠的制服。我应该在外面帮助别人，但我却跪着被人操屁股。[REPLY],@1-I'm wearing uniform of Earth Rangers. I should have to out there helping people but here I'm on my knees getting fucked in my butt.[REPLY],@NEW
ryomitrucksex33a,@2-嗯，帮平民解决困境也是一种帮助方式啊。你的屁股表现得很出色。不管我操多少次都不够嘿嘿……,"@2-Well milking someone's balls off is a way of helping a civilian in distress. You are doing a quite good job with your butt.  No matter how many times I fuck it, it's never enough hehe...",@NEW
ryomihomeintro,@1-嘿，别太打扰我。我在打游戏。,"@1-Hey, don't disturb me too much. I'm playing a videogame.",@NEW
ryomihometalk1,@2-嘿，我看了你看的所有电影。我忍不住注意到増夫参演了所有电影。你找不到别人拍你的电影吗？[REPLY],"@2-Hey, I went through all the movies you watch. I can't help but notice Masuo is starring in all of them. Don’t you find anyone else for your movies?[REPLY]",@NEW
ryomihometalk1a,@1-嗯，増夫收费很低帮我省了很多钱。而且他出演所有电影还有一个秘密原因。我不能告诉你。,@1-Well Masuo is CB’s favorite character. I was going to be CB’s appearance in these games but changed it and made me a character in this game. That’s why he is in all of my movies. Besides there’s a secret reason behind that.,@NEW
ryomihometalk2,@2-我注意到你姓肯尼迪。你和全国最富有的肯尼迪家族有关系吗？不可能……肯尼迪企业的两个继承人是众所周知的。[REPLY],"@2-Your last name is Kuno right? You got a lot of money but as long as I remember, there are only two heirs of Kuno family who are publicly know. I’m pretty sure you are not one of them.[REPLY]",@NEW
ryomihometalk2a,@1-我确实和肯尼迪家族有关系。我是私生女。呃……永远不要告诉任何人。我应该保密的。,@1-I’m related to Kuno family. I’m an illegitimate child though. I could be daughter of Junsa. Or Yuka Kuno. Or perhaps I’m secret child of Sayuri Kuno. Who knows… That’s something you have to find out on your own.,@NEW
ryomihometalk3,@2-瑠美，我得说和你做爱是最棒的。每次操你都感觉像是第一次。我想肛交的话我更喜欢你胜过月子。[REPLY],"@2-Ryomi, I must say sex with you feels the best. I swear if I met you before anyone else I wouldn't have so many girlfriends. Every time I fuck it feels like I'm having sex with a virgin.[REPLY]",@NEW
ryomihometalk3a,@1-闭嘴！真不敢相信我让你把我的屁股当肉便器用。凉子一定对你有计划。否则她不会冒这样的风险。如果她父亲在这里，他会非常失望的。,@1-Well it's because I'm somewhat of an elf. My pussy and ass reverts back to unfucked state after a while. Even at 100 I will still look like I'm in my 20s. Oh... make sure you keep it a secret that you are plowing me. Even if I'm just a clone if my dad finds out he will make me turn you into a girl so he can fuck you like you fucked me.,@NEW
ryomihometalk4,@2-我想你有男朋友。我隐约记得在一个扑克游戏节目里见过你。据我所知，你不会和一个陌生人睡觉，所以我猜那是你男朋友。[REPLY],@2-I know  Masuo is your boyfriend. I have seen him railing your ass in a poker game show. You are nothing like Tsukiko's sister so I know you wouldn't let a random guy run train on you.[REPLY],@NEW
ryomihometalk4a,@2-那不是我！那是増夫和纯纱夫人。她借了我的衣服做了我的发型。我有比和情人喝咖啡更重要的事要处理。在我……之前我不能回到正常女孩的生活。嗯……我干嘛告诉你这些？你最好别深挖我的私生活。,@1-It is made obvious in LSHRM that it wasn't me. It was Mrs. Sakurai. I made her do it so I get a cut of the money Azusa and Masuo were getting.,@NEW
ryomihometalk5,@1-如果你想了解更多关于鬼魂的知识，你可以读安珀的百鬼录。上次我看到的时候它下线了。不知道她能不能让它重新运行。如果你见到她问问她这件事。,@1-Find Misae and make her your assistant. She will bring her cousin in the basement who will tell you about the ghostpedia. It will be useful to find out what other ways you can fuck a few ghosts.,@NEW
ryomihometalk6,@1-拿着！这是你不应该接近的女人的名单。如果我发现你想打她们的主意，我会让你后悔出生。,@1-Here! This is the list of woman you are not suppose to try to fuck. If I ever see you even masturbating to there photo I will make Masuo fuck Megumi and Mrs. Shiratori. Well he might not plow Megumi but I'm sure he will find Mrs. Shiratori's ass fun.,@NEW
ryomihometalk7,@1-你爷爷是押理村的村长。你爸爸在把妻子变成性祭司后应该继承村长之位。他在最后一刻改变了主意带着几个人逃走了。如果你爷爷邀请你参加祭典，千万别去。,"@1-In future, when you decide to visit Oshiri village, Ryoko knocks you  down and use elf magic so you will look like Masuo. It's not enough to fool Merusa but buys enough time for Masuo rescue a friend of him from becoming a sex priestess. Lady Merusa just flies back to village without killing you. If I remember correctly.[REPLY]",@NEW
ryomihometalk7a,@2-啊！我姐姐一直跟我说这个。你不是我姐姐。你是我女朋友记得吗嘿嘿……,@2-Hey not cool! No wonder she is letting me have fun with a clone of her even after knowing I don't give a fuck about who fucks Tsukiko as long as I get her ass everyday.,@NEW
ryomihometalk8,@1-你知道吗……你的姨妈伊奈是个灵媒。她过去帮了我很多。我觉得你能从她那里学到一些关于鬼魂的知识。[REPLY],"@1-Your aunt Ine is married to Mr. Matsuda. That changes depending on what Masuo choose to do with Ristu. If he tells Mei about her she is kicked out and eventually finds Matsuda. If Masuo decides to keep his mouth shut by showing her breast in his mouth, she stays as his cumslut and Ine marries Matsuda.[REPLY]",@NEW
ryomihometalk8a,@2-我完全不知道这件事。下次她来看妈妈的时候我会问她。,@2-Weren't you suppose to tell me that my aunt is a medium? Well I know she was going to appear in street levels of LSHRM to save Masuo from the younger thundersister.,@NEW
ryomihometalk9,@1-嘿，凉子把你交给我照顾，所以满足我的需求是你的职责。你昨晚射在我里面了，我要避孕药。我可不想怀上你的孩子。,@1-I am a clone and I don’t get pregnant like other humans but I’ll still ask you for those pills because I’m not suppose to know about how my reproduction works.,@NEW
ryomihometalktsukiko1,@1-月子失踪了。我大概知道她在哪但……我觉得你最好别去找她。时间会让她放下对你的感情的。,@1-Why is Tsukiko still here? Masuo called her for sex a while ago? I guess Hinata is taking care of that.,@NEW
ryomihometalktsukiko2,@1-月子怎么在这里？拜托太一！你已经有我当助手了。你还打算让她抱着一线希望多久？让増夫拥有她吧。她对他来说不仅仅是性伴侣。,@1-I know Tsukiko must be getting her holes filled up by Masuo somewhere. Probably in the asylum since it's quite there.,@NEW
ryomihometalktsukiko3,@1-月子一定在她家拍新僵尸电影的场景。我觉得増夫应该选安全的方案，让玛丽、纯纱夫人和韦恩夫人来演女主角。月子有才华但我不知道她会不会演戏。,@1-Come on? You got my tight ass as your assistant and you still want Tsukiko. Just let Masuo have her. As long as he loves you she is a good cumslut to make his ring strong. Masuo better make good use of it before she married Jack.,@NEW
ryomihometalktsukiko4,@1-她一定在精神病院玩而不是工作。自从不再背负出轨你的压力后，她工作轻松多了。,@1-Tsukiko must be at the asylum getting her holes drilled by Masuo. Lately they have been doing less work and more sex.,@NEW
ryomihometalkkaori0,@1-像温蒂这样的鬼魂是我让留美亚想出捕获而不是消灭鬼魂的方法的原因。有些鬼魂太善良了不应该被放逐到虚空。,"@1-Go fuck Kaori. I'm not programmed for sex when I'm playing videogames. It's in my character that I only let you fuck me in the truck. Regina, my original self. Most she will do is show up more of her breasts or flash her underwear. Since she has little control over me I have to have sex with you.",@NEW
ryomihometalkkaori1,@1-増夫总是为希尔福德夫人的死自责。如果他看到温蒂这个样子他会很高兴的但……最好他们别见面嘿嘿……,"@1-Go fuck Kaori. I'm not programmed for sex when I'm playing videogames. It's in my character that I only let you fuck me in the truck. Regina, my original self. Most she will do is show up more of her breasts or flash her underwear. Since she has little control over me I have to have sex with you.",@NEW
ryomihometalkkaori2,@1-嗯，这让我有点生气，但这只是纯纱夫人的人偶。如果这伤害了我的感情我一开始就不该做它。,@1-Make sure Masuo doesn't see her. He loves Mrs. Hirakawa. If he sees her alive he will climb on to her like horny dog to fuck her. Well his ring is not gonna affect Kaori since it's not her real body but it might traumatize her.,@NEW
ryomihometalkkaori3,@1-我知道那个女孩很特别。你说她在另一个世界找我对吧？我甚至不记得见过她。我怎么会错过这么重要的人？我可以叫増夫去……但……我不知道事情会怎么发展。,"@1-This girl has golden one essence. The rarest one. I missed her now but in Magic Ring, you will be able to save her if you know what to do.",@NEW
ryomihometalktomori,@1-你能告诉朋不管她怎么炫耀自己的身体，我都不会让她和増夫上床吗？这背后有我不能透露的原因。如果她能放弃对増夫的执念我会很高兴的。,@1-Heard that Tomori is selling her ass to Masuo for a banish orb. Well I would have bat an eye if this was canon thing. I can’t let Masuo have sex with anyone from Oshiri village if they have partaken in the festival.,@NEW
ryomihometalktomori2,@1-朋不在这里啊。呼！她不会缠着我让我允许她和増夫上床了。,@1-Tomori is not here. I wanted to borrow her this afternoon. In this language set she is a loyal bitch making her worthy to let Masuo rail her.,@NEW
ryomihometalksawako,@1-精液的臭味一飘进我鼻子我就知道公共汽车澪子小姐来了。这里好多了。她不是坏女孩但……我不喜欢精液的味道。不过看纯纱夫人的时候是例外。,@1-I don't like the smell of cum oozing from Sawako's holes. I like it when it's coming from Mrs. Sakurai when Masuo has fucked the shit out of her.,@NEW
ryomihometalknabiki,@1-我知道奈美是狐狸妖怪但我不会太担心她。如果她有恶意的话早就把你的心脏吃了。如果我没弄错的话她只是个淘气的家伙。,@1-There are not animations for Nabiki in Magic Ring because she is never suppose to appear in the game. This is where she will have her last appearance. Except for CBR.,@NEW
ryomihometalklen,@1-蓮是个漂亮的女孩。増夫认识她很久了但……我奇怪他怎么没试着追她。一定有什么原因。关于戒指的事我不能知道……,@1-I'm glad William chose Len as the special character. It makes sense since Masuo would be interested in her as she was in a relationship with someone.,@NEW
ryomihometalkizumi,@1-我会待在这里直到泉厌倦了等待。我不知道她为什么一直挑战我打架，明明输了那么多次……她太弱了，如果我让她和真澄打她还是会输。,"@1-Izumi was gonna be protagonist of the game named Reflection but since it's canceled her story is changed quite a bit. I know she looks strong but even short Masumi, who is the weakest party member of mine could take on her.",@NEW
ryomihometalkmisae,@1-美佐枝是纯纱夫人的邻居。她爸还暗恋她。是凉子挫败了他把纯纱做成朋友的性爱娃娃的计划。,@1-Her horny bastard of a father wants to sleep with Mrs. Sakurai. Whenever he is peeking in the house I tell Masuo to fuck her in the backyard. I know it pisses him off to see her enjoying another cock.,@NEW
chimomintro,@1-嘿，你是乔治的儿子对吧？你叫什么名字来着？太一。你是太一对吧？很高兴见到你。你父母好吗？我20年没见到他们了，但増夫夫人一直告诉我所有从我们村子逃出来的人的消息。,"@1-Hey, you are Genji's son aren't you? Taichi was it. I'm.... oh... I'm not suppose to reveal my identity. Not even in Magic Ring game. Well you can call me Mrs. T.",@NEW
chimom1,@1-我本来可以是你妈妈的。我从小暗恋你爸爸。大学时我向他表白但他拒绝了我。我想一定是因为那些关于我的谣言。如果他从未相信那些事，一切都会不一样的。,@1-You would have had beautiful yellow eyes like mine if I married your dad. When I confess my love to him he rejected. I think it's because of those rumors about me getting fucked by a few boys and Daisuke. Well the truth is... he saved me from becoming a cumdumpster. He was there with cute girl. Probably his girlfriend.,@NEW
chimom2,@1-我不住在这个城市。只是和増夫夫人一起来的。她想来看她的孙辈。我知道这孩子住在向日葵城但不知道他住哪。碰巧我们在韦恩夫人工作的餐厅吃饭时我找到了他。,@1-I came here with Mrs. Karasuyama who is here to meet her grandchildren. I knew this boy lives in this city somewhere. Lucky for me I ate the restaurant where his step-mother works. I knew he wanted take revenge for leaving him bone dry during our camping trip so came here.,@NEW
chimom3,@1-不知道为什么，这孩子有些不同。一看到他和韦恩夫人做爱我就想让他也和我做。只要保密就不会伤害任何人嘿嘿……,@1-I’m the only one that can leave him weakened after sex. He has to train for a 100 years if want to please me with his cock.,@NEW
chimom4,@1-你可以给我穿的这件衣服给你的女朋友瑠美。既然我的任务线还没做完，你招募瑠美我就把这件衣服给你。,@1-Ryomi can get these cloths when you recruit her to your team. Until that I'll try not to rip them with my hot body. You will get them from me but once my questline is done it will not be as easy as asking me.,@NEW
chimomquestion,@1-你为什么……哦……这就是我不想让我女儿穿这些衣服的原因。它们把太多注意力引到她的胸部而不是可爱的脸上了。,@1-You got Ryomi in your team right? Do you want these cloths for her? I can't wait to get rid of them. They are quite tight around my breasts and hips you know.,@NEW
chimomclothsgiven,@1-哦，你喜欢我的衣服。其实是我女儿的。你女朋友想要同款？哦，给你吧。我想扔掉这些衣服因为它们让她看起来很放荡。给你！,@1-Here you go! Just make sure to give a her good fuck for me. Don't worry about staining them. I will not be asking them back since I don't  want my daughter to ever wear them.,@NEW
hinatachimomintro1,@1-诅咒你，T夫人！我在此发誓，你会后悔今晚的事！看好了，一个真正的饥渴邻居，而我，増夫！你的欲望化为了实体！就算你是欲望的化身，你这个饥渴的荡妇，我也会用精液涂满你丰满的臀部！用无尽的鸡巴抽插，用我蛋蛋里的最后一滴！[REPLY],"@1-Damn it! Even with Junsa I don't think I can win against her. She final boss of sex for me. Even harder than Melonia, The Bullshit Spammer. If I fuck her I might not want to have sex again for a week.[REPLY]",@NEW
hinatachimomintro2,@2-増夫你失去理智了。记得上次发生了什么吗？韦恩夫人说你两天都不能操任何人。多亏了一个陌生女人晚上骑了你的鸡巴你第二天就恢复了。现在如果事情又变成那样，我们他妈去哪里再找那个陌生人？,@2-Then don't do it honey! Let's not risk it. I can't go a day without having sex with you. A week would just drive me nuts. There's not purple horned root in LSH. We need to wait until Magic Ring to give it a shot.,@NEW
hinatachimom1,@1-放开我的鸡巴博美，退后。我要报复她上次把我榨干。我知道她那时赢了，但从那以后我日夜在韦恩夫人身上练习。我一定能让她求我别再操她。[REPLY],@1-I don't wanna be embarrassed like last time but ass is tempting... I wanna fuck  her right now. I don't care if I'm left weaker after that. Let go of my cock. I'm going inside her ass.[REPLY],@NEW
hinatachimom1a,@2-你不能！过去一小时你在那个隔间里操我已经让你处于劣势了。我知道退缩不是你的风格但我们别无选择只能明天再试。,@2-I would but.. there's no animation right now. Later updates will not have many animations to CB wants to keep that for next update. Until then I have to stay like this grasping your cock in my hand.,@NEW
hinatachimom2,@1-她那张得意的脸让我发疯。我发誓等她受够了我就让她舔干净我的鸡巴，再用鸡巴扇她的脸。,"@1-I swear I would give up on sex with everyone else if I can have Mrs. Yamada, Mrs. Sakurai and her for me. Mrs. Yamada gives best blowjobs. Mrs. Sakurai's pussy is the best I've fucked and this lady's ass is the most fun.",@NEW
hinatachimom3,@1-你知道那次有多尴尬。不能偷偷在她姐姐家附近的浴室、厕所、树干后面以及任何其他地方操韦恩夫人。如果那个天使没有在晚上出现，我都要开始把韦恩夫人当成我亲妈了。,@1-I heard she lives with my grandma. Perhaps it's time to visit her more often. Just hope that grandma gives me some privacy with her. I will slip in my cock in her huge breasts and make her suck it.,@NEW
hinatachimom4,@2-我从未从一个人类身上感受到如此浓烈的淫欲能量。她前世一定是个魅魔。我确定。只有她们才会散发如此充沛的能量。她有100个女人的欲望。据凉子说你的鸡巴最多只能对付20个女孩。这样的胜算我们不可能赢。[REPLY],@2-You need to be capable for pleasing at least 100 women if you want to win. Even with ring you can only go up to 20 ladies. With that odds you can do jack shit.[REPLY],@NEW
hinatachimom4a,@1-我知道！如果我输了，我就得成为她的炮友搬去和她住。听说她和我奶奶住在一起。虽然我很想和她在一起但我不能放弃韦恩夫人。她对我来说不只是另一个女人。过去四年她像亲生儿子一样照顾我。,@1-I know. I need to make my ring more powerful somehow. I can't fuck the puppet of sis or mom but... I can fuck Megumi sis's puppet. I mean it's just a puppet of her. My relationship with her will remain unchanged.,@NEW
hinatachimom5,@3-怎么了！让一个女士等这么久才做爱太残忍了吧。你害怕了？[REPLY],@3-Oh... it's not fair I have to wait until next update for sex. Why make my sprite if you are not going to use it?[REPLY],@NEW
hinatachimom5a,@1-你想得美！如果CB有那些帧准备好了我早就骑上去了。他说他要留给下个大更新因为那些更新不会有这次这么多动画。,@1-There isn’t much content for later update. That’s why he is keeping a few animations.,@NEW
ryomisuperviseintro,@1-嘿！对不起不辞而别。看到増夫在该工作的时候闲逛我就忍不住。,"@1-Sorry I left without saying a word. I love to see Masuo having sex you know. Even with immunity, you still desire to watch him having sex with someone. But I like it better when he fucks Mrs. Sakurai. I love the way she moans.",@NEW
ryomisupervise11,@1-我不敢相信他在和芽衣小姐做爱。我很确定她对……免疫的。嘿増夫，你怎么让芽衣小姐和你做爱的。,@1-Masuo you piece of shit! So this is how you got your dirty hands on Earth Ranger uniform. When I suggested you get me a uniform using this trick you said she wouldn't do it just for sex.,@NEW
ryomisupervise12,@2-嗯……这个……她爱我爸爸而我长得像他你知道的。这也是她给我地球游侠制服的原因嘿嘿……,@2-Sorry! You can have mine if you want. It's not use to me anyways. I mostly use it to travel to different places or find a horny ladies nearby me hehe...,@NEW
ryomisupervise13,@1-所以她告诉我的那些关于价值和力量的废话都是骗人的！嗯……她说她爱你爸爸……也许我应该告诉凉子这件事。,"@1-What the fuck! You can't just give away your uniform to someone. Being an Earth Ranger suppose to mean something. I want new uniform now. I wanna, I wanna, I wanna!",@NEW
ryomisupervise14,@1-我打算让凉子给他爸爸做个克隆体给她。我暂时不能帮你了因为名都子要研究一下我的身体。这段时间你来这里确保増夫不搞砸任何事。,@1-Hmm... I won't get an uniform like this. I know... this slut loves Masuo's dad. Maybe if I ask Ryoko to make a clone of him she might make me an Earth Ranger. Yes... hey... you make sure to come here tomorrow and see Masuo tells her about the clone. He has habit of playing games and I don't want her to be mad at him.,@NEW
ryomisupervise21,@1-増夫你这个白痴！你知道你喝的那个紫色角根粉用来提升性能力的吧。她在你奶奶家生产然后运到万有商店。她每天至少吃一打。你不可能在床上赢过她的欲望。,"@1-Mason, you know the purple-horned root power you drink every day to fuck for hours. She produces those roots at your grandma's home. You will need to keep Junsa or Aoi next to you if you want to satisfy her. Even with that, it might take at least three days of pounding for that if you do her pussy. But her ass... Just forget quit it.",@NEW
ryomisupervise22,@1-我记得増夫和我过去从几个男孩手中救过她。那些男孩散布关于她的恶心谣言让你爸拒绝了她的表白。你知道……如果你妈是她的话你会是个可爱的女孩嘿嘿……,@1-I'm speaking to you players. If Magic Ring doesn't cut her questline make sure you meet her before Ryoko takes Masuo to the past to for a questline. You will find something interested. Tomori in Universe Zero.,@NEW
ryomisupervise23,@1-我找不到太多关于她的信息。凭她制作催情消耗品的熟练程度，她前世一定是个魅魔。但是……留美亚不认识她，所以有可能她在做爱之前去掉了她的印记。,@1-I can't find much information on her. With how proficient she is making consumables... Oh fuck it! I read CB's script. Her mother was a succubi when she gave birth to her. She knew once she grew all the boys in the village will use her like cumdumpster and found a way to nullify her sigil. But she still have a few abilities of a succubi.,@NEW
ryomisupervise31,@1-増夫，这个项目上个月不是做完了吗？你为什么还在和她做鬼魂动画？这是续集还是什么？,@1-This lady loves to get fucked in different cosplays. Ghastly ones are her favorite. She thinks Masuo is her husband so we have to act accordingly when around him.,@NEW
ryomisupervise32,@1-我最喜欢的员工们把汗水和精液都投入了工作。我以前以为他们只是做爱和闲逛。我会告诉凉子事实并非如此。也许她会给他们加薪因为我确实想这么做。,"@1-She is the reason Masuo is not getting much money. If she finds out Masuo is getting paid well she will ask to have a baby with her. Now it's Ryoko’s plan for Masuo to have a few babies with different girls, hers will have chance of being a fox yokai and fox yokai children don't go against Lady Merusa.",@NEW
ryomisupervise33,@1-你们不是应该拍下一部僵尸游戏的场景吗？第一部卖得不错。不知道布列塔尼和你为续集准备了什么。,@1-There will be mini games in Magic Ring. The ones Masuo and Asami made for Ryoko will ask for money every step of the way.,@NEW
ryomisupervise41,@1-我应该闭嘴。増夫和韦恩夫人在一起时不喜欢被打扰。他已经对凉子去年让他过度工作很生气了。,"@1-I should say a word. That lady pays for Masuo's monthly expenses. In return, she asks too much sex but since he can handle it I don't care.",@NEW
ryomisupervise42,@1-嗯……闻起来好香！韦恩夫人，如果不太麻烦的话，能帮我做点吃的吗？我想让人送到这里来。我边看他们工作边吃。[REPLY],"@1-Umm... Mrs. Yamada, haven't you had enough tonight? I wanted Masuo to work on a movie with Mrs. Sakurai. I was wondering if you could let him...[REPLY]",@NEW
ryomisupervise42a,@2-当然，肯尼迪小姐！让増夫先射在我里面。我马上给你送晚餐过来。,"@2-Fuck off! Find some other cock of her. I bought Masuo a gamestation 7 and 10 games for it. I  will not stop until I get my money's worth of sex. Hey, Masuo... if you stop tonight even for a moment I will return everything back to the store.",@NEW
ryomisupervise43,@1-韦恩夫人参演过我几部电影。她是仅次于纯纱夫人我最喜欢的女演员。她甚至不要太多钱就像増夫一样。,"@1-Masuo actually loves fucking Mrs. Yamada. For the sake of this language pack he acts like he doesn't enjoy it. Leave him with alone with Mrs. Yamada on a stranged island and all he will do is fuck her, eat lunch, fuck her again, eat dinner and fuck her some more before going to sleep.",@NEW
ryomisupervise51,@1-嗯……我和凉子确认了。他们今晚确实放假。既然其他时候工作都很努力，偶尔休息一下也可以理解吧。,@1-He is fucking her ass. Must be on her risky days. I don't mind her having child with him but Masuo will be tempted to go with Lady Merusa's plan to save his children with Hinata.,@NEW
ryomisupervise52,@1-以前増夫负责她的薪酬。听说她是我一个同事的女儿后我就付她工钱了。她妹妹也参演我的电影。,"@1-Masuo has gone through all ladies in her family. Her little sister works in my erotic movies. She was reluctant at first but after finding out Masuo is her friend Aoi's boyfriend she agreed. As for her mother, he fucked her when she was bothering Ayako in her level 5 of HTA.",@NEW
